"plot","treeNum","DBH_cm","height_m","species","dOut_m","dSideR_m","dSideL_m","notes","percentLive","plotNum"
26,257,55.1,7.9,"ABCO",20.5,4.8,NA,"fire scar all the way to the top, could be PSME (too old/burned to assess)",0,23
26,258,0.3,1.4,"ABCO",22.9,4.2,NA,NA,98,23
26,259,0.3,1.4,"ABCO",22.9,4.4,NA,NA,98,23
26,260,1.9,2,"PSME",23.1,2,NA,NA,93,23
26,261,0,1.1,"ABCO",22.9,2.7,NA,NA,94,23
26,262,0,1.1,"ABCO",24.4,4,NA,NA,97,23
26,263,0,1,"ABCO",24.6,4.1,NA,NA,98,23
26,264,0,1,"ABCO",26,3.1,NA,NA,99,23
26,265,0,1.3,"ABCO",26.2,3.2,NA,NA,99,23
26,266,0,1.2,"ABCO",26.2,3.25,NA,NA,99,23
26,267,0,1.2,"ABCO",26.2,3.3,NA,NA,99,23
26,268,0,1.1,"ABCO",26.3,3,NA,NA,98,23
26,269,0,1,"ABCO",25.5,2,NA,"Shaded, dark green leaves",99,23
26,270,0,1,"ABCO",25.8,4.8,NA,NA,99,23
26,271,0.4,1.5,"ABCO",26,4.4,NA,NA,99,23
26,272,0.3,1.5,"ABCO",26,3.9,NA,NA,99,23
26,273,0,1,"ABCO",25.7,3.9,NA,NA,98,23
26,274,0,1.35,"ABCO",26.3,0.9,NA,NA,95,23
26,275,0,1,"ABCO",26,4.1,NA,NA,99,23
26,276,0,1.2,"ABCO",26.6,4.1,NA,NA,99,23
26,277,0,1.2,"ABCO",27,3.6,NA,NA,99,23
26,278,0,1.1,"ABCO",26.8,3.6,NA,NA,99,23
26,279,0,1.1,"ABCO",27.4,3.6,NA,NA,99,23
26,280,0,1,"ABCO",27.4,0.6,NA,NA,99,23
26,281,0.4,1.5,"ABCO",27.1,2.3,NA,NA,97,23
26,282,0,1.1,"ABCO",27.7,1,NA,NA,99,23
26,283,0,1.2,"ABCO",27.8,1.2,NA,NA,98,23
26,284,0.5,1.6,"ABCO",28.1,0.5,NA,NA,98,23
26,285,0,1.35,"ABCO",28.1,1,NA,NA,98,23
26,286,0.3,1.4,"ABCO",28.1,1.2,NA,NA,98,23
26,287,0,1.1,"ABCO",27.8,1.8,NA,NA,99,23
26,288,0,1.1,"ABCO",28.1,1.9,NA,NA,99,23
26,289,0.3,1.4,"ABCO",28.5,1.8,NA,NA,99,23
26,290,0.5,1.5,"ABCO",29,2,NA,NA,99,23
26,291,0,1.2,"ABCO",28,1.2,NA,"2 leaders",97,23
26,292,0,1.2,"ABCO",28.8,2.2,NA,NA,99,23
26,293,0,1.3,"PSME",28.6,1.1,NA,NA,97,23
26,294,0.4,1.6,"PSME",28.8,1,NA,NA,97,23
26,295,0,1.3,"PSME",28.4,3.9,NA,NA,98,23
26,296,0,1.1,"ABCO",29,0.6,NA,NA,97,23
26,297,0,1.2,"ABCO",29.4,0.01,NA,NA,99,23
26,298,0,1.1,"ABCO",30.1,0.2,NA,NA,96,23
26,299,0,1.3,"PSME",32,1.6,NA,NA,96,23
26,300,0,1.2,"ABCO",30.8,4.3,NA,NA,98,23
26,301,0,1.2,"ABCO",31.7,4.3,NA,NA,98,23
26,302,1.1,1.9,"ABCO",31.9,4.6,NA,NA,99,23
26,303,0.6,1.6,"PSME",31.9,4.9,NA,NA,98,23
26,304,0,1.1,"ABCO",33.4,4.9,NA,NA,99,23
26,305,0.7,1.6,"PSME",34.2,0.3,NA,NA,95,23
26,306,0,1.2,"ABCO",36.6,2.1,NA,NA,99,23
26,307,0,1.2,"ABCO",36.6,2.6,NA,NA,99,23
26,308,0,1,"ABCO",37,2.9,NA,NA,98,23
26,309,0,1,"ABCO",37.3,2.8,NA,NA,99,23
26,310,0,1.2,"ABCO",37.3,2.6,NA,NA,97,23
26,311,0,1,"ABCO",38,3.1,NA,NA,98,23
26,312,0.5,1.6,"ABCO",38.3,2.8,NA,NA,99,23
26,313,0,1,"ABCO",38,1.7,NA,NA,99,23
26,314,66.8,10,"PSME",38.3,0.3,NA,NA,0,23
26,315,0,1,"ABCO",38.9,2.5,NA,NA,98,23
26,316,0.4,1.4,"ABCO",38.7,3.7,NA,NA,99,23
26,317,0,1,"ABCO",38.8,0.6,NA,NA,97,23
26,318,0,1,"ABCO",39,0.8,NA,NA,96,23
26,319,0,1.2,"ABCO",39.7,0.6,NA,NA,99,23
26,320,0.4,1.4,"ABCO",39.9,2.1,NA,NA,98,23
26,321,2.7,2.4,"PSME",39.6,0.1,NA,NA,97,23
26,322,0.5,1.5,"ABCO",40.3,2.1,NA,NA,99,23
26,323,0,1.1,"ABCO",40.3,2.8,NA,NA,98,23
26,324,0,1.2,"ABCO",40.4,2.7,NA,NA,98,23
26,325,0.4,1.4,"ABCO",40.5,2.3,NA,NA,98,23
26,326,0.9,1.8,"PSME",40.5,3.4,NA,NA,96,23
26,327,0,1.3,"ABCO",41.1,4.5,NA,NA,99,23
26,328,0,1.3,"ABCO",40.9,4.8,NA,NA,99,23
26,329,0.3,1.5,"ABCO",41.5,4.8,NA,NA,99,23
26,330,0,1.2,"ABCO",41.3,4.3,NA,NA,99,23
26,331,0,1.3,"ABCO",41.4,4.2,NA,NA,98,23
26,332,0,1.1,"ABCO",41.5,4.2,NA,NA,98,23
26,333,1.9,1.7,"PSME",41.5,3.3,NA,NA,90,23
26,334,0,1.2,"ABCO",41.6,4.9,NA,NA,99,23
26,335,0,1.3,"ABCO",41.4,4.8,NA,NA,99,23
26,336,0,1.2,"ABCO",41.7,4.6,NA,NA,98,23
26,337,0.3,1.5,"ABCO",41.9,4.2,NA,NA,98,23
26,338,0,1.2,"ABCO",43.1,5,NA,"Looks kind of like ABMA but isn't",99,23
26,339,0,1.3,"ABCO",43.5,4.8,NA,NA,99,23
26,340,0,1.1,"ABCO",43.3,4.5,NA,"Looks kind of like ABMA but isn't",97,23
26,341,1.4,1.9,"ABCO",43.3,4.6,NA,NA,99,23
26,342,0,1.2,"ABCO",44.2,4.7,NA,NA,99,23
26,343,0,1,"ABCO",44.4,4.4,NA,NA,98,23
26,344,0,1.3,"ABCO",44.4,4.4,NA,NA,99,23
26,345,0,1.2,"ABCO",43.9,4.3,NA,NA,98,23
26,346,0,1,"ABCO",44.1,4.2,NA,NA,98,23
26,347,0.7,1.6,"ABCO",43.9,4.1,NA,NA,99,23
26,348,0,1.1,"ABCO",43.9,3.8,NA,NA,99,23
26,349,0,1.2,"ABCO",43.6,4,NA,NA,98,23
26,350,0,1.3,"ABCO",43.5,4,NA,NA,97,23
26,351,1.7,2.1,"ABCO",44.5,4.7,NA,NA,100,23
26,352,0.6,1.5,"ABCO",44.5,4,NA,NA,99,23
26,353,0,1.1,"ABCO",45.1,4.1,NA,NA,99,23
26,354,0.6,1.5,"ABCO",44.9,3.7,NA,NA,99,23
26,355,0,1.1,"ABCO",44.7,3.8,NA,NA,98,23
26,356,0,1.3,"ABCO",44.7,3.3,NA,NA,99,23
26,357,0,1.3,"ABCO",44.4,3.5,NA,NA,98,23
26,358,0.3,1.4,"ABCO",45,3.1,NA,NA,99,23
26,359,0.4,1.5,"ABCO",45.2,3.6,NA,NA,99,23
26,360,1.5,2,"PSME",45.1,3.9,NA,NA,97,23
26,361,0.7,1.6,"PSME",45.6,3.6,NA,NA,98,23
26,362,8.3,5,"PIPO",45.7,3.6,NA,NA,97,23
26,363,0,1.1,"ABCO",45.6,3.5,NA,NA,99,23
26,364,0,1.2,"ABCO",45.7,3.6,NA,NA,99,23
26,365,0,1.1,"ABCO",45.8,3.5,NA,NA,99,23
26,366,0,1.2,"ABCO",45.7,3.4,NA,NA,99,23
26,367,0.3,1.4,"ABCO",45.5,2.8,NA,NA,99,23
26,368,0.8,1.6,"ABCO",44.8,2.7,NA,NA,99,23
26,369,0,1.3,"ABCO",44.7,2.4,NA,NA,98,23
26,370,1,1.8,"ABCO",44.9,2.5,NA,NA,99,23
26,371,2.3,2,"PSME",45.2,2.1,NA,NA,98,23
26,372,0.5,1.5,"ABCO",43.7,2.9,NA,NA,99,23
26,373,0.4,1.4,"ABCO",43.2,2.7,NA,NA,99,23
26,374,0.3,1.4,"PSME",43.3,2.4,NA,NA,96,23
26,375,0,1.3,"ABCO",43.6,2.2,NA,NA,98,23
26,376,0.3,1.4,"ABCO",43.7,2.1,NA,NA,98,23
26,377,0,1,"ABCO",43.4,2,NA,NA,97,23
26,378,0,1.3,"ABCO",43.2,1.8,NA,NA,97,23
26,379,0.6,1.6,"ABCO",43.8,1.6,NA,NA,98,23
26,380,0,1.2,"ABCO",43.8,1.1,NA,NA,99,23
26,381,0.3,1.4,"ABCO",43.8,1,NA,NA,98,23
26,382,0.1,1.4,"PIPO",43.8,1,NA,"DBH is needles",98,23
26,383,0,1.2,"ABCO",43.4,1,NA,NA,98,23
26,384,0,1.2,"ABCO",43.4,0.8,NA,NA,98,23
26,385,0.4,1.5,"ABCO",43.6,0.8,NA,NA,99,23
26,386,0.4,1.5,"ABCO",44,0.8,NA,NA,99,23
26,387,0,1.2,"ABCO",44,0.6,NA,NA,99,23
26,388,0.4,1.4,"ABCO",43.7,0.5,NA,NA,99,23
26,389,0,1,"ABCO",43.5,0.4,NA,NA,99,23
26,390,0,1.2,"ABCO",44.1,1.4,NA,NA,97,23
26,391,0,1.2,"ABCO",44.3,1.4,NA,NA,99,23
26,392,0,1.2,"ABCO",44.3,1.2,NA,NA,98,23
26,393,0,1.2,"ABCO",44.5,1.2,NA,NA,98,23
26,394,0,1.1,"ABCO",44.7,1.2,NA,NA,97,23
26,395,0,1.2,"ABCO",45,1.5,NA,NA,98,23
26,396,0.3,1.4,"ABCO",45.1,1.7,NA,NA,95,23
26,397,0.4,1.5,"ABCO",45.4,1.7,NA,NA,99,23
26,398,0,1.1,"ABCO",45.1,1.3,NA,NA,99,23
26,399,0,1,"ABCO",44.4,0.2,NA,NA,99,23
26,400,0,1.2,"ABCO",44.6,0.3,NA,NA,99,23
26,401,0,1.2,"ABCO",44.6,0.5,NA,NA,98,23
26,402,0,1,"ABCO",44.9,0.5,NA,NA,99,23
26,403,0.3,1.4,"ABCO",45.3,1,NA,NA,99,23
26,404,0,1,"ABCO",45.4,1.2,NA,NA,98,23
26,405,0,1,"ABCO",45.7,1.7,NA,NA,99,23
26,406,0,1.3,"ABCO",46.2,1.5,NA,NA,98,23
26,407,0,1,"ABCO",46.4,1.8,NA,NA,98,23
26,408,0,1.1,"ABCO",46.5,1.8,NA,NA,98,23
26,409,0,1.3,"ABCO",46.2,2,NA,NA,98,23
26,410,0,1.3,"ABCO",46.4,2.4,NA,NA,99,23
26,411,0,1.3,"ABCO",46.4,2.6,NA,NA,99,23
26,412,0,1.3,"ABCO",45.5,3.1,NA,NA,98,23
26,413,0,1,"ABCO",45.8,3.1,NA,NA,99,23
26,414,0.9,1.6,"ABCO",46.6,2.8,NA,NA,99,23
26,415,0.3,1.4,"ABCO",46.6,3.1,NA,NA,99,23
26,416,0,1.2,"ABCO",45.7,3.4,NA,NA,98,23
26,417,0,1.2,"ABCO",45.8,3.6,NA,NA,99,23
26,418,0,1.1,"ABCO",45.9,3.6,NA,NA,98,23
26,419,0,1.3,"ABCO",46.6,3.65,NA,NA,99,23
26,420,0,1.3,"ABCO",45.8,0.5,NA,NA,99,23
26,421,0.8,1.6,"ABCO",46.4,0.8,NA,NA,98,23
26,422,1,1.7,"ABCO",45.85,0.01,NA,NA,99,23
26,423,1.3,1.9,"ABCO",46.2,0.1,NA,NA,99,23
26,424,0.8,1.6,"ABCO",46.4,0.2,NA,NA,99,23
26,425,0.4,1.5,"ABCO",46.6,4.9,NA,NA,99,23
26,426,0.3,1.4,"ABCO",46.3,4.9,NA,NA,99,23
26,427,0,1.3,"ABCO",46.2,4.5,NA,NA,99,23
26,428,0.3,1.4,"ABCO",46.2,4.5,NA,NA,99,23
26,429,0.2,1.4,"ABCO",46.1,4.4,NA,NA,99,23
26,430,0.4,1.5,"ABCO",46,4.2,NA,NA,99,23
26,431,0.8,1.7,"ABCO",45.8,4.4,NA,NA,99,23
26,432,0.5,1.5,"ABCO",45.8,4.6,NA,NA,99,23
26,433,0.2,1.4,"ABCO",46,5,NA,NA,99,23
26,434,1.9,2.2,"ABCO",45.7,5,NA,NA,99,23
26,435,0,1.1,"ABCO",48.7,3.2,NA,NA,99,23
26,436,0,1.1,"ABCO",49.2,2.5,NA,NA,98,23
26,437,0,1,"ABCO",49.2,2.7,NA,NA,98,23
26,438,0.8,1.6,"ABCO",48.6,2.3,NA,NA,99,23
26,439,0.3,1.4,"ABCO",48.5,2,NA,NA,97,23
26,440,0,1.1,"ABCO",48.5,1.9,NA,NA,98,23
26,441,0,1,"ABCO",48.7,1.9,NA,NA,98,23
26,442,0,1,"ABCO",48.7,2.1,NA,NA,98,23
26,443,0,1,"ABCO",49.1,1.4,NA,NA,97,23
26,444,0,1.1,"ABCO",49.2,1.2,NA,NA,97,23
26,445,0,1,"ABCO",49.1,1.1,NA,NA,96,23
26,446,0,1.1,"ABCO",49.1,1.3,NA,NA,97,23
26,447,0,1.1,"ABCO",49,1.3,NA,NA,98,23
26,448,0,1.2,"ABCO",49.6,2.4,NA,NA,97,23
26,449,0,1.2,"ABCO",49.9,2.7,NA,NA,99,23
26,450,0,1,"ABCO",50,1.5,NA,NA,97,23
26,451,0,1.3,"ABCO",50,2.4,NA,NA,98,23
26,452,0,1.2,"ABCO",49.8,2.9,NA,NA,98,23
26,453,0,1,"ABCO",49.8,3,NA,NA,97,23
26,454,1,1.9,"ABCO",49.4,2.9,NA,NA,99,23
26,455,0,1.2,"ABCO",49.8,4.4,NA,NA,97,23
26,456,0.3,1.4,"ABCO",49.5,4.6,NA,NA,99,23
26,457,0,1,"ABCO",49.5,4.9,NA,NA,99,23
26,458,0,1.3,"ABCO",49.4,5,NA,NA,99,23
26,459,0,1,"ABCO",49.3,5,NA,NA,98,23
26,460,0,1.2,"ABCO",49.4,4.9,NA,NA,97,23
26,461,0,1.2,"ABCO",49.5,3.5,NA,NA,99,23
26,462,0,1,"ABCO",49.3,3.8,NA,NA,99,23
26,463,0,1.2,"ABCO",49,3.8,NA,NA,99,23
26,464,0,1.2,"ABCO",49.1,3.6,NA,NA,97,23
26,465,0,1.2,"ABCO",49.1,3.6,NA,NA,97,23
26,466,0,1.3,"ABCO",48.9,3.3,NA,NA,99,23
26,467,0.6,1.7,"PSME",47.7,4,NA,NA,96,23
26,468,0.6,1.6,"PSME",47.6,4,NA,NA,96,23
26,469,0.7,1.5,"ABCO",47.6,4.3,NA,NA,98,23
26,470,0,1.1,"ABCO",47.3,5,NA,NA,97,23
26,471,1.7,1.9,"ABCO",48.1,4.2,NA,NA,97,23
26,472,0,1.2,"ABCO",48.3,4.2,NA,NA,98,23
26,473,0,1.2,"ABCO",48.5,4.4,NA,NA,98,23
26,474,0,1.2,"ABCO",48.5,4.4,NA,NA,98,23
26,475,0.4,1.5,"ABCO",49.2,4.4,NA,NA,98,23
26,476,0.3,1.4,"ABCO",49.3,4.4,NA,NA,99,23
26,477,0.4,1.4,"ABCO",49.2,4.2,NA,NA,99,23
26,478,0,1.3,"ABCO",49.1,4.2,NA,NA,99,23
26,479,0,1.35,"ABCO",46.6,0.8,NA,NA,98,23
26,480,1.2,1.8,"ABCO",47.2,0.3,NA,NA,99,23
26,481,1.1,1.8,"ABCO",47.3,0.6,NA,NA,98,23
26,482,1.4,1.8,"ABCO",47.5,0.8,NA,NA,98,23
26,483,0.5,1.4,"ABCO",47.8,0.8,NA,NA,98,23
26,484,0.4,1.4,"ABCO",47.8,1.1,NA,"multiple leaders",97,23
26,485,0.4,1.5,"ABCO",47.3,1.3,NA,NA,99,23
26,486,0,1.2,"ABCO",47.3,1.1,NA,NA,99,23
26,487,0,1.2,"ABCO",46.7,1.5,NA,NA,96,23
26,488,0,1.1,"ABCO",47,1.5,NA,NA,99,23
26,489,0,1.1,"ABCO",46.9,1.4,NA,NA,99,23
26,490,0,1.1,"ABCO",47,1.4,NA,NA,99,23
26,491,0.6,1.7,"ABCO",47,2.2,NA,"needle miner-esque red needle tips, multiple leaders",85,23
26,492,1.6,2,"PSME",46.6,2.3,NA,NA,98,23
26,493,0,1.2,"ABCO",48.2,2.5,NA,NA,97,23
26,494,0.3,1.4,"ABCO",48.4,2.5,NA,NA,98,23
26,495,0,1.1,"ABCO",48.5,2.9,NA,NA,97,23
26,496,0,1.3,"ABCO",46.6,2.7,NA,NA,98,23
26,497,0,1.3,"ABCO",46.9,2.9,NA,NA,99,23
26,498,0,1.1,"ABCO",47.8,3.7,NA,NA,99,23
26,499,0.4,1.5,"ABCO",46.8,4,NA,NA,98,23
26,500,0.4,1.4,"ABCO",47.2,4.2,NA,NA,99,23
26,501,0,1.3,"ABCO",47,4.3,NA,NA,99,23
26,502,0,1.2,"ABCO",46.8,4.3,NA,NA,99,23
26,503,0,1.3,"ABCO",47.4,3.9,NA,NA,98,23
26,504,0,1.2,"ABCO",47.4,3.8,NA,NA,98,23
26,505,0,1,"ABCO",43,1.5,NA,"multiple leaders",95,23
26,506,0,1.1,"ABCO",42.7,1.5,NA,NA,97,23
26,507,0,1.1,"ABCO",42.2,1.4,NA,NA,99,23
26,508,0,1.2,"ABCO",42.8,1.3,NA,NA,98,23
26,509,0,1.3,"ABCO",42.4,1.2,NA,NA,97,23
26,510,0.4,1.5,"ABCO",42.7,0.8,NA,NA,99,23
26,511,0.3,1.4,"ABCO",42.8,0.7,NA,NA,99,23
26,512,0.4,1.4,"ABCO",42.3,0.7,NA,NA,99,23
26,513,0.4,1.5,"ABCO",42.9,0.5,NA,NA,98,23
26,514,0.4,1.4,"ABCO",42.9,0.5,NA,NA,99,23
26,515,0.3,1.4,"ABCO",42.8,0.4,NA,NA,99,23
26,516,0.8,1.6,"ABCO",42.7,0.2,NA,NA,99,23
26,517,0.7,1.7,"ABCO",41.6,1.1,NA,NA,98,23
26,518,0.7,1.7,"ABCO",41.8,1,NA,NA,98,23
26,519,0.7,1.7,"ABCO",42,0.6,NA,NA,99,23
26,520,0.5,1.6,"ABCO",42.1,0.1,NA,NA,98,23
26,521,0,1.3,"ABCO",42.2,0.4,NA,NA,98,23
26,522,0,1,"ABCO",41.6,0.3,NA,NA,97,23
26,523,0,1,"ABCO",41.5,0.5,NA,NA,97,23
26,524,0,1,"ABCO",41.4,0.7,NA,NA,98,23
26,525,0,1.1,"ABCO",41.7,0.1,NA,NA,99,23
26,526,0,1.1,"ABCO",41.9,0.2,NA,NA,99,23
26,527,0,1.2,"ABCO",41.3,0.4,NA,NA,98,23
26,528,0,1,"ABCO",41.1,0.4,NA,NA,97,23
26,529,0.6,1.6,"ABCO",46.7,0.01,NA,NA,99,23
26,530,0.4,1.4,"ABCO",46.8,0.1,NA,NA,98,23
26,531,0,1.1,"ABCO",46.7,0.2,NA,NA,99,23
26,532,0.4,1.4,"ABCO",46.6,0.4,NA,NA,99,23
26,533,0.7,1.6,"ABCO",40.9,1.9,NA,NA,99,23
26,534,0,1.1,"ABCO",41.2,2.2,NA,NA,97,23
26,535,0,1.35,"ABCO",41.6,2.9,NA,NA,98,23
26,536,0,1.35,"ABCO",43,4.5,NA,NA,99,23
26,537,0,1.3,"ABCO",42.9,4.5,NA,NA,99,23
26,538,0,1.1,"ABCO",43,4.3,NA,NA,99,23
26,539,0,1.3,"ABCO",42.6,3.8,NA,NA,97,23
26,540,0,1,"ABCO",42.7,3.6,NA,NA,98,23
26,541,0,1.3,"ABCO",42.4,3.6,NA,NA,97,23
26,542,0.4,1.4,"ABCO",42.2,3.7,NA,NA,97,23
26,543,0.8,1.7,"ABCO",42,3.4,NA,NA,98,23
26,544,0.5,1.6,"ABCO",43,3.2,NA,NA,99,23
26,545,0.8,1.4,"ABCO",42.7,2.9,NA,NA,98,23
26,546,0,1.3,"ABCO",42.3,3.1,NA,NA,98,23
26,547,1.1,1.8,"ABCO",42.2,3,NA,NA,99,23
26,548,0,1.3,"ABCO",42.9,2.5,NA,NA,99,23
26,549,0,1.3,"ABCO",42.7,2.4,NA,NA,99,23
26,550,0,1,"ABCO",42.4,2.4,NA,NA,98,23
26,551,0,1,"ABCO",42.5,2.3,NA,NA,98,23
26,552,0,1.1,"ABCO",41.8,2.3,NA,NA,98,23
26,553,0.4,1.4,"ABCO",42,2,NA,NA,98,23
26,554,0.4,1.4,"ABCO",42.3,1.8,NA,NA,99,23
26,555,0,1,"ABCO",42.5,1.8,NA,NA,98,23
26,556,0,1.1,"ABCO",42.1,1.8,NA,NA,98,23
26,557,0,1.1,"ABCO",42,1.7,NA,NA,97,23
26,558,0,1.1,"ABCO",17.7,4.3,NA,NA,98,23
26,559,0,1.2,"ABCO",17.8,4.2,NA,NA,97,23
26,560,0,1,"ABCO",18,4.2,NA,NA,96,23
26,561,0,1.2,"ABCO",17.9,4.6,NA,NA,98,23
26,562,0,1.35,"ABCO",18.1,4.4,NA,NA,97,23
26,563,0,1.35,"ABCO",18.2,4.5,NA,NA,98,23
26,564,0.4,1.4,"ABCO",18.2,4.3,NA,NA,99,23
26,565,0,1,"ABCO",18,4,NA,NA,98,23
26,566,0,1.2,"ABCO",18,4.1,NA,NA,99,23
26,567,0.4,1.4,"ABCO",18.1,5,NA,NA,99,23
26,568,0,1.3,"ABCO",18,4.9,NA,NA,98,23
26,569,0,1.3,"ABCO",18,5,NA,NA,98,23
26,570,1.1,1.9,"ABCO",18.5,4.8,NA,NA,99,23
26,571,0,1.3,"ABCO",40.2,0.1,NA,NA,99,23
26,572,0,1.2,"ABCO",40.4,0.4,NA,NA,99,23
26,573,0,1.3,"ABCO",40.2,0.5,NA,NA,99,23
26,574,0,1,"ABCO",40.4,0.7,NA,NA,99,23
26,575,0,1.1,"ABCO",40.5,0.8,NA,NA,99,23
26,576,0,1.35,"ABCO",40.3,0.8,NA,NA,98,23
26,577,0,1,"ABCO",40.5,1.2,NA,NA,97,23
26,578,0,1,"ABCO",40.9,1.6,NA,NA,97,23
26,579,0,1,"ABCO",40.7,1.7,NA,NA,97,23
26,580,0.3,1.4,"PSME",40.9,1.6,NA,NA,98,23
26,581,0,1.1,"ABCO",40.9,1.6,NA,NA,98,23
28,1,74.9,20.5,"CADE",48.1,0.01,NA,NA,85,24
28,2,0,1.35,"ABCO",49.2,2.4,NA,NA,97,24
28,3,3.2,1.6,"ABCO",46.3,1.2,NA,"sparse",96,24
28,4,3.4,2.5,"ABCO",45.5,3.2,NA,NA,97,24
28,5,2.3,2,"CADE",45.5,2.9,NA,"blackened",89,24
28,6,8.4,4,"CADE",43.2,3.5,NA,"blackened",92,24
28,7,3.2,2.4,"CADE",42.9,1.8,NA,NA,0,24
28,8,2.2,2.1,"CADE",42.9,1.9,NA,NA,0,24
28,9,24.5,13.7,"PSME",42.1,0.1,NA,NA,98,24
28,10,2.8,2.5,"CADE",41.7,1.3,NA,NA,0,24
28,11,3.4,2.3,"CADE",40.6,2.1,NA,NA,0,24
28,12,10.1,5.4,"CADE",40.4,1.3,NA,NA,0,24
28,13,1.6,1.6,"CADE",39.8,0.6,NA,NA,0,24
28,14,9.2,5.5,"CADE",39.7,0.3,NA,"blackened, sparse",79,24
28,15,9.5,5.6,"CADE",39.5,1.8,NA,NA,0,24
28,16,6.2,3,"CADE",39.2,2.8,NA,NA,0,24
28,17,3.4,1.9,"CADE",39.1,2.9,NA,NA,0,24
28,18,3.9,2.4,"CADE",38.8,1.4,NA,NA,0,24
28,19,0,1.3,"CADE",38.7,1.6,NA,NA,0,24
28,20,1.3,1.45,"ABCO",38.2,2.4,NA,NA,97,24
28,21,15.3,7,"CADE",38,0.9,NA,"blackened",82,24
28,22,8.7,4.2,"CADE",37.5,1.8,NA,"blackened",80,24
28,23,13.2,5.8,"CADE",34.9,3.2,NA,"sparse",85,24
28,24,2.6,2.2,"CADE",34.6,3.3,NA,NA,0,24
28,25,52.2,30,"PIPO",34.3,3.3,NA,NA,96,24
28,26,0,1.2,"CADE",33.7,2.7,NA,NA,0,24
28,27,19.1,9.5,"CADE",33.6,4.1,NA,NA,92,24
28,28,74.8,32.5,"PIPO",32.9,4.5,NA,NA,97,24
28,29,11.6,6,"CADE",32.2,4.9,NA,"very sparse, blackened",80,24
28,30,0.3,1.4,"CADE",30.6,0.3,NA,NA,93,24
28,31,15.3,6.1,"CADE",30.1,1.5,NA,"flaglets",85,24
28,32,23.8,7,"CADE",6.8,4.3,NA,NA,83,24
28,33,28.5,12,"CADE",7.9,4.7,NA,NA,89,24
28,34,0.3,1.37,"ABCO",4.6,0.7,NA,NA,99,24
28,35,0,1.2,"ABCO",4.9,2.7,NA,NA,100,24
28,36,30.2,14.1,"CADE",4.1,4.9,NA,NA,92,24
28,37,49.2,15.5,"CADE",0.9,1.6,NA,NA,90,24
28,38,0.5,1.4,"ABCO",0.9,2.4,NA,NA,0,24
28,39,3.6,2.2,"ABCO",1,2.8,NA,NA,98,24
28,40,0,1.2,"ABCO",0.4,3.5,NA,NA,99,24
28,41,0,1,"ABCO",0.5,1,NA,NA,97,24
28,42,1.9,1.5,"ABCO",0.5,1.1,NA,"blackened",98,24
28,43,5.7,3.2,"ABCO",0.2,2.5,NA,NA,97,24
28,44,4,2.8,"ABCO",3.5,NA,"-1.8",NA,99,24
28,45,5.6,3.5,"ABCO",4.5,NA,"-2.3",NA,99,24
28,46,4.1,3.3,"ABCO",5.1,NA,"-2.2",NA,99,24
28,47,3.9,2.6,"ABCO",5.9,NA,"-2.4",NA,99,24
28,48,3.9,2.5,"ABCO",6.2,NA,"-3.4",NA,99,24
28,49,0.5,1.4,"ABCO",5.9,NA,"-3.2",NA,99,24
28,50,35.1,15.1,"CADE",6.4,NA,"-4.6",NA,91,24
28,51,0,1.2,"ABCO",9.9,NA,"-3.6",NA,99,24
28,52,0,1.3,"ABCO",12.1,NA,"-4",NA,98,24
28,53,1.6,1.7,"ABCO",12,NA,"-4.4","blackened",96,24
28,54,54.4,19.8,"CADE",13.2,NA,"-4.5",NA,90,24
28,55,2.7,2,"ABCO",13.9,NA,"-4.3",NA,98,24
28,56,0.1,1.37,"CADE",29.9,NA,"-4.6",NA,87,24
28,57,5.3,3.3,"CADE",31.7,NA,"-4.4","blackened",94,24
28,58,1.2,1.5,"CADE",31,NA,"-2.7","blackened",0,24
28,59,1.7,1.7,"CADE",31.5,NA,"-1.7","bark splitting",92,24
28,60,0,1.2,"PIPO",34,NA,"-0.3","old dead leader intertwined with current leader, sparse",97,24
28,61,0.2,1.4,"PIPO",30.7,0.01,NA,"possible MIST: broomlike",96,24
28,62,5,2.9,"CADE",39.4,NA,"-0.1",NA,93,24
28,63,80.7,26.7,"PIPO",40.4,NA,"-0.1",NA,97,24
28,64,1.8,1.8,"CADE",40.9,NA,"-0.01","""not a lot of interesting facts about this one"" -Jenny",0,24
28,65,4.8,3.6,"CADE",41.2,NA,"-0.3",NA,93,24
28,66,15.5,5.5,"CADE",46.8,NA,"-4.7","blackened, flaglets",93,24
28,67,20.9,7.7,"CADE",49.6,NA,"-4.9","blackened, flaglets",94,24
29,1,13.1,5.4,"PIPO",5.4,2.7,NA,"growing out of CEIN",100,25
29,2,23.5,4,"PIPO",10.3,NA,"-0.2","WB, Btop, SD, FS 4m, WP",0,25
29,3,6.7,3,"PIPO",24.5,2.55,NA,"growing out of CEIN, SUPP",99,25
29,4,9.6,3.2,"PIPO",30.3,NA,"-0.7","brown needles on bole",98,25
29,5,4.6,2.8,"PIPO",39.8,2.85,NA,"few brown needles",99,25
29,6,65.2,7.9,"PIPO",46.1,NA,"-0.1","FS as tall as tree, SD, WB, Btop",0,25
29,7,91.7,29.5,"CADE",44.8,NA,"-4.3","WB, SD, FS 7m",0,25
29,8,3.4,2.4,"PIPO",47.6,3.9,NA,"brown needles",99,25
